term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
36 months,RENT,C,debt_consolidation,13.56%,FL,Current,Individual,8500,7 years,60000.0,27.6,1,36.80%,28,1,"",36,7,36.0,43.76206961077844,27.6,No
36 months,RENT,C,debt_consolidation,16.91%,NJ,Current,Joint App,22450,6 years,40000.0,50.51,0,57.60%,19,0,29.5,36,6,57.0,43.76206961077844,50.51,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,40000,3 years,183000.0,13.93,0,51.40%,37,0,"",36,3,51.0,43.76206961077844,13.93,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,TX,Current,Individual,20000,10+ years,80000.0,22.67,0,53.30%,25,0,"",60,10,53.0,43.76206961077844,22.67,No
60 months,RENT,C,debt_consolidation,13.56%,NY,Current,Individual,21000,9 years,60000.0,13.2,0,92.50%,13,0,"",60,9,92.0,43.76206961077844,13.2,No
60 months,RENT,D,debt_consolidation,17.97%,OH,Current,Individual,25000,9 years,100000.0,19.51,0,36%,65,0,"",60,9,36.0,43.76206961077844,19.51,No
60 months,RENT,D,debt_consolidation,20.89%,CA,Current,Individual,14550,4 years,95000.0,10.81,1,38.80%,31,0,"",60,4,38.0,43.76206961077844,10.81,No
36 months,MORTGAGE,A,credit_card,6.11%,NH,Current,Joint App,30000,10+ years,150000.0,8.02,0,24.90%,33,0,15.34,36,10,24.0,43.76206961077844,8.02,No
36 months,RENT,B,credit_card,12.73%,CA,Current,Individual,25000,10+ years,100000.0,21.64,0,65.30%,16,0,"",36,10,65.0,43.76206961077844,21.64,No
36 months,MORTGAGE,A,home_improvement,6.11%,CT,Current,Individual,35000,10+ years,305000.0,6.32,0,35.50%,28,0,"",36,10,35.0,43.76206961077844,6.32,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,MD,Current,Joint App,19975,10+ years,75000.0,14.72,0,43.90%,18,0,11.07,60,10,43.0,43.76206961077844,14.72,No
60 months,RENT,A,debt_consolidation,7.84%,NY,Current,Joint App,12000,7 years,65000.0,7.51,0,33.40%,15,0,8.58,60,7,33.0,43.76206961077844,7.51,No
60 months,OWN,B,debt_consolidation,10.47%,CO,Current,Individual,15000,7 years,53000.0,20.18,0,12.60%,18,0,"",60,7,12.0,43.76206961077844,20.18,No
36 months,RENT,D,credit_card,18.94%,NY,Current,Individual,6000,7 years,50000.0,22.8,1,48.40%,20,0,"",36,7,48.0,43.76206961077844,22.8,No
36 months,RENT,A,credit_card,7.21%,VA,Current,Individual,15000,10+ years,80000.0,15.69,0,45.20%,22,0,"",36,10,45.0,43.76206961077844,15.69,No
36 months,OWN,A,debt_consolidation,6.67%,TX,Current,Individual,12000,n/a,55000.0,16.71,0,28.90%,20,0,"",36,"",28.0,43.76206961077844,16.71,No
60 months,OWN,C,debt_consolidation,13.56%,OH,Current,Individual,25000,10+ years,70000.0,27.19,0,47.30%,16,0,"",60,10,47.0,43.76206961077844,27.19,No
60 months,RENT,C,debt_consolidation,16.14%,TX,Current,Joint App,24000,9 years,58000.0,20.92,0,70.70%,19,0,15.92,60,9,70.0,43.76206961077844,20.92,No
36 months,RENT,B,debt_consolidation,10.47%,TX,Current,Joint App,20000,1 year,26000.0,36.84,0,82.50%,10,0,10.19,36,1,82.0,43.76206961077844,36.84,No
60 months,MORTGAGE,D,credit_card,22.35%,OR,Current,Joint App,11200,10+ years,101000.0,26.7,0,73.90%,47,0,27.01,60,10,73.0,43.76206961077844,26.7,No
36 months,RENT,D,medical,18.94%,NY,Current,Individual,16000,7 years,120000.0,23.4,1,60.30%,27,1,"",36,7,60.0,43.76206961077844,23.4,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,VA,Current,Joint App,13000,< 1 year,25000.0,16.66,0,37%,15,0,9.12,36,1,37.0,43.76206961077844,16.66,No
36 months,MORTGAGE,D,debt_consolidation,17.97%,NE,Current,Joint App,29725,1 year,45600.0,45.92,0,58.50%,15,0,35.06,36,1,58.0,43.76206961077844,45.92,No
36 months,OWN,A,debt_consolidation,8.46%,OH,Current,Individual,15000,10+ years,61000.0,14.66,0,35.50%,20,0,"",36,10,35.0,43.76206961077844,14.66,No
36 months,RENT,C,debt_consolidation,16.91%,MI,Current,Individual,10000,n/a,21000.0,21.89,0,24.30%,30,0,"",36,"",24.0,43.76206961077844,21.89,No
36 months,MORTGAGE,E,debt_consolidation,26.31%,LA,Current,Individual,9100,10+ years,150000.0,16.84,0,99.60%,16,0,"",36,10,99.0,43.76206961077844,16.84,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,TX,Current,Joint App,14000,10+ years,30000.0,65.92,0,63.70%,20,0,38.45,60,10,63.0,43.76206961077844,65.92,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,PA,In Grace Period,Joint App,40000,< 1 year,200000.0,16.75,0,53.90%,37,0,27.45,60,1,53.0,43.76206961077844,16.75,Yes
36 months,RENT,A,debt_consolidation,6.11%,VA,Current,Individual,7500,10+ years,118000.0,12.03,0,24.90%,29,0,"",36,10,24.0,43.76206961077844,12.03,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Current,Joint App,21000,10+ years,50000.0,16.27,0,52.90%,14,0,14.75,60,10,52.0,43.76206961077844,16.27,No
36 months,RENT,C,credit_card,13.56%,TX,Current,Individual,8000,< 1 year,50000.0,19.37,0,45%,13,0,"",36,1,45.0,43.76206961077844,19.37,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,OR,Current,Individual,12000,9 years,73000.0,8.61,3,25.50%,20,1,"",60,9,25.0,43.76206961077844,8.61,No
60 months,OWN,D,debt_consolidation,19.92%,CA,Current,Individual,12500,10+ years,88000.0,21.59,0,38.30%,24,0,"",60,10,38.0,43.76206961077844,21.59,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,NC,Current,Joint App,10000,< 1 year,40000.0,22.98,0,54.10%,13,0,17.63,36,1,54.0,43.76206961077844,22.98,No
36 months,MORTGAGE,D,debt_consolidation,20.89%,MN,Current,Individual,28000,< 1 year,230000.0,5.13,0,96.10%,14,0,"",36,1,96.0,43.76206961077844,5.13,No
60 months,OWN,A,credit_card,8.46%,NH,Current,Individual,12000,4 years,31000.0,30.31,0,50.90%,9,0,"",60,4,50.0,43.76206961077844,30.31,No
36 months,MORTGAGE,A,home_improvement,8.46%,NJ,Current,Individual,30000,10+ years,139000.0,18.12,0,53.50%,15,0,"",36,10,53.0,43.76206961077844,18.12,No
36 months,RENT,C,debt_consolidation,16.91%,MA,Current,Individual,7225,n/a,20000.0,12.55,0,42.20%,19,0,"",36,"",42.0,43.76206961077844,12.55,No
36 months,RENT,C,debt_consolidation,14.47%,OR,Current,Individual,7000,< 1 year,30000.0,10.52,0,85.80%,16,0,"",36,1,85.0,43.76206961077844,10.52,No
60 months,MORTGAGE,C,home_improvement,13.56%,TX,Current,Individual,20000,2 years,230000.0,7.62,0,23.60%,31,0,"",60,2,23.0,43.76206961077844,7.62,No
60 months,RENT,B,debt_consolidation,10.47%,CA,Current,Individual,40000,10+ years,96000.0,34.55,0,0%,32,0,"",60,10,0.0,43.76206961077844,34.55,No
36 months,MORTGAGE,D,debt_consolidation,18.94%,CO,Current,Individual,6000,5 years,45000.0,24.29,0,8.20%,25,0,"",36,5,8.0,43.76206961077844,24.29,No
36 months,RENT,A,credit_card,6.11%,CA,Current,Individual,14000,10+ years,58000.0,16.95,0,53.10%,10,0,"",36,10,53.0,43.76206961077844,16.95,No
36 months,MORTGAGE,E,credit_card,27.27%,VT,Current,Joint App,20000,10+ years,18523.05,59.17,0,89.40%,23,0,24.38,36,10,89.0,43.76206961077844,59.17,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,NC,Current,Individual,23000,5 years,125000.0,8.04,0,51.40%,18,0,"",36,5,51.0,43.76206961077844,8.04,No
36 months,RENT,C,debt_consolidation,13.56%,NY,Current,Individual,10000,10+ years,61500.0,9.27,0,26.80%,11,0,"",36,10,26.0,43.76206961077844,9.27,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,TX,Current,Individual,40000,< 1 year,177000.0,13.42,0,32.40%,39,0,"",36,1,32.0,43.76206961077844,13.42,No
36 months,MORTGAGE,B,home_improvement,11.06%,CA,Current,Individual,7800,10+ years,180000.0,28.02,0,51.90%,37,0,"",36,10,51.0,43.76206961077844,28.02,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,NY,Current,Individual,27500,7 years,125000.0,9.62,0,83.50%,12,0,"",36,7,83.0,43.76206961077844,9.62,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,TX,Current,Joint App,40000,10+ years,55000.0,18.11,0,25.90%,18,0,17.86,36,10,25.0,43.76206961077844,18.11,No
60 months,OWN,D,debt_consolidation,20.89%,PA,Current,Joint App,12000,10+ years,55000.0,8.34,2,9.60%,13,0,7.82,60,10,9.0,43.76206961077844,8.34,No
36 months,RENT,C,debt_consolidation,16.91%,FL,Current,Individual,20000,2 years,109000.0,27.67,0,51.40%,38,0,"",36,2,51.0,43.76206961077844,27.67,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,TX,Current,Individual,17000,5 years,58000.0,27.71,0,53.60%,20,0,"",36,5,53.0,43.76206961077844,27.71,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,NJ,Current,Individual,14800,7 years,56784.0,11.94,0,36.30%,10,0,"",60,7,36.0,43.76206961077844,11.94,No
36 months,MORTGAGE,A,credit_card,6.11%,TX,Current,Individual,40000,< 1 year,92100.0,27.52,0,63.40%,23,0,"",36,1,63.0,43.76206961077844,27.52,No
36 months,MORTGAGE,A,credit_card,7.84%,NY,Current,Individual,40000,< 1 year,310000.0,10.99,0,35.70%,29,0,"",36,1,35.0,43.76206961077844,10.99,No
36 months,MORTGAGE,C,major_purchase,16.14%,GA,Current,Individual,35000,10+ years,88786.0,34.98,1,29.50%,22,0,"",36,10,29.0,43.76206961077844,34.98,No
36 months,RENT,C,credit_card,15.02%,NY,Current,Individual,2500,10+ years,50000.0,21.05,2,61.80%,23,1,"",36,10,61.0,43.76206961077844,21.05,No
60 months,MORTGAGE,C,credit_card,16.91%,GA,Current,Individual,40000,3 years,67000.0,15.46,0,43.30%,17,0,"",60,3,43.0,43.76206961077844,15.46,No
36 months,MORTGAGE,B,credit_card,10.08%,MI,Current,Individual,16000,5 years,41000.0,10.8,0,76.90%,6,0,"",36,5,76.0,43.76206961077844,10.8,No
60 months,MORTGAGE,A,credit_card,7.84%,CA,Current,Individual,40000,8 years,350000.0,9.07,0,48.20%,20,0,"",60,8,48.0,43.76206961077844,9.07,No
60 months,RENT,C,other,16.91%,MD,Current,Individual,12000,8 years,125000.0,7.93,0,5.60%,21,0,"",60,8,5.0,43.76206961077844,7.93,No
36 months,MORTGAGE,C,other,16.91%,IN,Current,Individual,2400,2 years,60000.0,16.44,0,35.80%,29,0,"",36,2,35.0,43.76206961077844,16.44,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,NV,Current,Individual,12000,3 years,96000.0,7.21,0,72.80%,9,0,"",36,3,72.0,43.76206961077844,7.21,No
36 months,RENT,C,other,13.56%,NY,Current,Individual,6000,10+ years,65000.0,11.58,0,63.50%,10,0,"",36,10,63.0,43.76206961077844,11.58,No
60 months,MORTGAGE,B,debt_consolidation,12.73%,PA,Current,Individual,19300,10+ years,83000.0,25.93,0,43.90%,33,0,"",60,10,43.0,43.76206961077844,25.93,No
60 months,MORTGAGE,E,debt_consolidation,25.34%,WA,In Grace Period,Individual,12000,10+ years,53000.0,25.36,1,16.60%,64,0,"",60,10,16.0,43.76206961077844,25.36,Yes
36 months,MORTGAGE,A,credit_card,6.11%,NJ,Current,Individual,10000,< 1 year,55000.0,29.72,0,35.20%,14,0,"",36,1,35.0,43.76206961077844,29.72,No
36 months,MORTGAGE,B,car,12.73%,AZ,Current,Individual,3725,9 years,85000.0,7.95,1,62.60%,24,0,"",36,9,62.0,43.76206961077844,7.95,No
36 months,OWN,B,credit_card,11.06%,IL,Current,Individual,4800,1 year,37000.0,22.32,0,33.30%,23,0,"",36,1,33.0,43.76206961077844,22.32,No
36 months,RENT,C,credit_card,16.14%,NY,Current,Individual,10000,2 years,70000.0,12.34,1,53.90%,12,0,"",36,2,53.0,43.76206961077844,12.34,No
36 months,RENT,E,debt_consolidation,27.27%,MD,Current,Individual,12700,10+ years,50000.0,32.36,1,18.40%,30,0,"",36,10,18.0,43.76206961077844,32.36,No
60 months,MORTGAGE,A,debt_consolidation,6.11%,FL,Current,Individual,25000,10+ years,90000.0,23.48,0,51.40%,22,0,"",60,10,51.0,43.76206961077844,23.48,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,SC,Current,Joint App,19050,3 years,22000.0,12.55,0,0.40%,12,0,37.3,60,3,0.0,43.76206961077844,12.55,No
36 months,RENT,C,other,15.02%,UT,Late (31-120 days),Individual,5000,10+ years,33830.0,15.5,0,27.20%,23,0,"",36,10,27.0,43.76206961077844,15.5,Yes
36 months,RENT,A,credit_card,7.84%,AL,Current,Individual,10000,< 1 year,35360.0,8.25,0,64.80%,11,0,"",36,1,64.0,43.76206961077844,8.25,No
36 months,RENT,A,credit_card,6.11%,RI,Current,Individual,15000,< 1 year,95000.0,6.14,0,46.60%,13,0,"",36,1,46.0,43.76206961077844,6.14,No
60 months,RENT,C,credit_card,13.56%,VA,Current,Individual,25000,10+ years,70000.0,24.74,0,48.60%,27,0,"",60,10,48.0,43.76206961077844,24.74,No
36 months,OWN,B,debt_consolidation,12.73%,WI,Current,Individual,12000,10+ years,35000.0,20.03,0,5.70%,19,0,"",36,10,5.0,43.76206961077844,20.03,No
36 months,MORTGAGE,A,debt_consolidation,7.21%,FL,Current,Individual,26000,4 years,74000.0,37.59,0,34.80%,27,0,"",36,4,34.0,43.76206961077844,37.59,No
60 months,MORTGAGE,A,credit_card,6.67%,GA,Current,Individual,13200,1 year,58000.0,6.17,0,20.70%,32,0,"",60,1,20.0,43.76206961077844,6.17,No
36 months,MORTGAGE,A,home_improvement,8.46%,MI,Current,Individual,5000,< 1 year,107000.0,16.62,0,15.80%,17,0,"",36,1,15.0,43.76206961077844,16.62,No
60 months,RENT,A,credit_card,8.46%,ME,Current,Individual,10000,n/a,40000.0,19.5,0,67.40%,13,0,"",60,"",67.0,43.76206961077844,19.5,No
36 months,MORTGAGE,B,car,11.06%,CA,Current,Individual,8000,< 1 year,75000.0,3.92,0,7.20%,14,0,"",36,1,7.0,43.76206961077844,3.92,No
60 months,RENT,B,debt_consolidation,12.73%,IL,Current,Individual,11000,10+ years,90000.0,11.49,0,54.30%,15,0,"",60,10,54.0,43.76206961077844,11.49,No
36 months,RENT,C,credit_card,15.02%,NY,Current,Individual,7200,3 years,67000.0,7.09,0,34.90%,7,0,"",36,3,34.0,43.76206961077844,7.09,No
60 months,MORTGAGE,B,credit_card,10.47%,NY,Current,Individual,18000,7 years,74000.0,18.75,1,52.50%,23,1,"",60,7,52.0,43.76206961077844,18.75,No
60 months,MORTGAGE,D,debt_consolidation,20.89%,SD,Current,Joint App,40000,7 years,43000.0,29.54,0,66.50%,32,0,16.82,60,7,66.0,43.76206961077844,29.54,No
36 months,RENT,C,debt_consolidation,16.91%,IN,Current,Individual,6000,5 years,32000.0,23.71,0,18.30%,27,0,"",36,5,18.0,43.76206961077844,23.71,No
36 months,RENT,D,debt_consolidation,18.94%,NY,Current,Individual,8000,10+ years,45000.0,20.24,1,58.90%,8,0,"",36,10,58.0,43.76206961077844,20.24,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,FL,Current,Individual,5600,10+ years,29000.0,3.27,0,20.20%,21,0,"",36,10,20.0,43.76206961077844,3.27,No
60 months,OWN,F,credit_card,30.17%,GA,Fully Paid,Individual,12000,10+ years,105840.0,25.71,0,30.60%,43,0,"",60,10,30.0,43.76206961077844,25.71,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,AZ,Current,Individual,10000,< 1 year,55000.0,21.8,0,86.70%,16,0,"",60,1,86.0,43.76206961077844,21.8,No
36 months,RENT,B,debt_consolidation,12.73%,DE,Fully Paid,Individual,9000,2 years,36000.0,11.57,0,44.30%,12,0,"",36,2,44.0,43.76206961077844,11.57,No
36 months,RENT,C,debt_consolidation,13.56%,CA,Current,Joint App,36000,2 years,66560.0,5.45,0,35.10%,8,0,13.17,36,2,35.0,43.76206961077844,5.45,No
36 months,MORTGAGE,A,credit_card,8.46%,CO,Current,Individual,10000,10+ years,84000.0,22.66,0,52.70%,34,0,"",36,10,52.0,43.76206961077844,22.66,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,WI,Current,Individual,11650,10+ years,87300.0,12.8,0,44.20%,27,0,"",36,10,44.0,43.76206961077844,12.8,No
60 months,MORTGAGE,A,debt_consolidation,6.11%,CA,Current,Individual,39000,10+ years,100000.0,11.94,0,73.40%,20,0,"",60,10,73.0,43.76206961077844,11.94,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,ID,Current,Individual,15000,10+ years,66500.0,15.97,0,79.80%,15,0,"",60,10,79.0,43.76206961077844,15.97,No
36 months,OWN,E,other,26.31%,TN,Current,Individual,13500,2 years,63000.0,35.85,0,39%,32,0,"",36,2,39.0,43.76206961077844,35.85,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Current,Individual,15000,1 year,195000.0,16.38,0,27%,28,0,"",36,1,27.0,43.76206961077844,16.38,No
60 months,MORTGAGE,D,debt_consolidation,22.35%,IL,Current,Individual,20400,2 years,100000.0,34.41,0,51.60%,41,0,"",60,2,51.0,43.76206961077844,34.41,No
36 months,RENT,D,moving,18.94%,MI,Current,Individual,4000,6 years,36250.0,3.38,0,5.70%,32,0,"",36,6,5.0,43.76206961077844,3.38,No
36 months,RENT,B,debt_consolidation,10.47%,IN,Current,Individual,14000,4 years,56000.0,10.37,0,35.90%,15,0,"",36,4,35.0,43.76206961077844,10.37,No
60 months,RENT,A,credit_card,7.84%,CA,Current,Individual,10000,< 1 year,75000.0,12.38,0,54.30%,12,0,"",60,1,54.0,43.76206961077844,12.38,No
36 months,MORTGAGE,F,moving,30.75%,CA,Late (16-30 days),Individual,20000,7 years,120000.0,9.51,1,78.20%,12,0,"",36,7,78.0,43.76206961077844,9.51,Yes
36 months,MORTGAGE,A,home_improvement,6.67%,MI,Current,Individual,10000,10+ years,65000.0,36.8,0,11%,31,0,"",36,10,11.0,43.76206961077844,36.8,No
36 months,RENT,B,credit_card,11.55%,VA,Current,Individual,12000,2 years,29200.0,6.91,0,22.30%,27,0,"",36,2,22.0,43.76206961077844,6.91,No
36 months,OWN,D,other,22.35%,NC,Fully Paid,Individual,1000,8 years,23000.0,14.56,0,37.10%,7,0,"",36,8,37.0,43.76206961077844,14.56,No
36 months,MORTGAGE,B,debt_consolidation,10.47%,PA,Current,Individual,40000,< 1 year,180000.0,16.38,0,23.60%,73,0,"",36,1,23.0,43.76206961077844,16.38,No
36 months,MORTGAGE,A,credit_card,6.67%,OK,Current,Individual,7500,n/a,60000.0,4.47,0,19.70%,17,0,"",36,"",19.0,43.76206961077844,4.47,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,CA,Current,Individual,16000,5 years,75600.0,19.25,0,76%,20,0,"",60,5,76.0,43.76206961077844,19.25,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,CA,Current,Individual,20000,10+ years,80000.0,10.01,0,45.80%,12,0,"",60,10,45.0,43.76206961077844,10.01,No
36 months,MORTGAGE,A,credit_card,6.67%,MS,Current,Joint App,12000,10+ years,40000.0,38.64,0,45.60%,25,0,17.01,36,10,45.0,43.76206961077844,38.64,No
60 months,MORTGAGE,F,home_improvement,30.17%,MN,Current,Joint App,30000,10+ years,73000.0,22.67,0,17.70%,28,0,23.85,60,10,17.0,43.76206961077844,22.67,No
36 months,MORTGAGE,B,credit_card,11.06%,NJ,Late (31-120 days),Individual,40000,< 1 year,325000.0,8.28,1,30.40%,13,0,"",36,1,30.0,43.76206961077844,8.28,Yes
60 months,MORTGAGE,D,debt_consolidation,18.94%,MA,Current,Individual,15000,n/a,82000.0,26.43,2,24.90%,20,0,"",60,"",24.0,43.76206961077844,26.43,No
36 months,RENT,B,debt_consolidation,11.06%,NY,Current,Individual,10000,5 years,63000.0,7.45,0,32.40%,12,0,"",36,5,32.0,43.76206961077844,7.45,No
36 months,OWN,A,home_improvement,7.84%,CA,Current,Joint App,20000,10+ years,40000.0,16.95,0,2.50%,6,0,33.19,36,10,2.0,43.76206961077844,16.95,No
36 months,RENT,C,home_improvement,15.02%,NY,Current,Individual,35000,10+ years,55600.0,17.96,0,31.90%,35,0,"",36,10,31.0,43.76206961077844,17.96,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,MD,Current,Joint App,15000,2 years,86500.0,6.78,0,68.60%,6,0,9.48,60,2,68.0,43.76206961077844,6.78,No
36 months,OWN,A,credit_card,7.84%,ID,Current,Individual,6000,n/a,52740.0,29.99,0,23.90%,25,0,"",36,"",23.0,43.76206961077844,29.99,No
60 months,MORTGAGE,B,credit_card,11.55%,CA,Current,Individual,10000,5 years,62000.0,11.75,0,37.10%,8,0,"",60,5,37.0,43.76206961077844,11.75,No
60 months,MORTGAGE,C,home_improvement,16.91%,MI,Current,Joint App,24000,3 years,25000.0,44.22,0,44.10%,12,0,33.9,60,3,44.0,43.76206961077844,44.22,No
36 months,RENT,A,debt_consolidation,8.46%,MA,Current,Individual,20000,1 year,90000.0,5.53,0,14.10%,17,0,"",36,1,14.0,43.76206961077844,5.53,No
60 months,MORTGAGE,D,credit_card,22.35%,CA,Current,Individual,25000,10+ years,50000.0,23.38,0,64.70%,21,0,"",60,10,64.0,43.76206961077844,23.38,No
36 months,RENT,B,credit_card,12.73%,GA,Current,Individual,15000,5 years,40000.0,29.22,0,43%,16,0,"",36,5,43.0,43.76206961077844,29.22,No
36 months,RENT,C,debt_consolidation,13.56%,CA,Current,Individual,16200,3 years,72000.0,9.08,0,50.70%,9,0,"",36,3,50.0,43.76206961077844,9.08,No
36 months,MORTGAGE,A,credit_card,7.21%,OH,Current,Individual,12000,10+ years,70000.0,15.07,1,27.10%,19,1,"",36,10,27.0,43.76206961077844,15.07,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,NJ,Current,Individual,40000,2 years,300000.0,22.28,0,44.50%,27,0,"",36,2,44.0,43.76206961077844,22.28,No
60 months,RENT,C,credit_card,16.14%,NJ,Current,Individual,24000,1 year,40000.0,17.01,0,43.60%,12,0,"",60,1,43.0,43.76206961077844,17.01,No
36 months,MORTGAGE,D,other,22.35%,NJ,Current,Individual,6000,9 years,80000.0,18.06,1,58.70%,27,0,"",36,9,58.0,43.76206961077844,18.06,No
36 months,RENT,B,credit_card,12.73%,FL,Current,Individual,10000,10+ years,68000.0,25.24,1,71%,25,0,"",36,10,71.0,43.76206961077844,25.24,No
60 months,MORTGAGE,C,credit_card,13.56%,WA,Fully Paid,Individual,20000,3 years,85000.0,8.64,1,44.40%,10,0,"",60,3,44.0,43.76206961077844,8.64,No
36 months,OWN,A,debt_consolidation,7.84%,CA,Current,Individual,6000,10+ years,50000.0,8.11,0,23.80%,40,0,"",36,10,23.0,43.76206961077844,8.11,No
36 months,OWN,B,small_business,12.73%,MD,Current,Joint App,32000,2 years,110000.0,13.7,0,46.50%,24,0,12.01,36,2,46.0,43.76206961077844,13.7,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,OR,Current,Joint App,20000,10+ years,52000.0,27.16,0,86.70%,15,0,16.41,36,10,86.0,43.76206961077844,27.16,No
36 months,MORTGAGE,C,debt_consolidation,13.56%,CO,Current,Individual,6000,n/a,52399.0,27.49,1,77.70%,26,0,"",36,"",77.0,43.76206961077844,27.49,No
36 months,RENT,B,debt_consolidation,10.08%,NV,Current,Individual,15000,10+ years,77643.0,26.66,0,44%,70,0,"",36,10,44.0,43.76206961077844,26.66,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,WV,Current,Individual,15000,4 years,40000.0,22.05,0,30.10%,34,0,"",60,4,30.0,43.76206961077844,22.05,No
36 months,MORTGAGE,C,home_improvement,16.14%,IL,Current,Individual,2500,3 years,85000.0,25.03,0,16.40%,45,0,"",36,3,16.0,43.76206961077844,25.03,No
36 months,MORTGAGE,B,credit_card,11.06%,NH,Current,Individual,17500,10+ years,65000.0,24.98,0,88.10%,23,0,"",36,10,88.0,43.76206961077844,24.98,No
60 months,RENT,G,other,30.84%,NC,Charged Off,Individual,11250,8 years,26000.0,39.66,0,33.20%,25,0,"",60,8,33.0,43.76206961077844,39.66,Yes
60 months,MORTGAGE,C,debt_consolidation,15.02%,TX,Current,Individual,24000,8 years,145000.0,18.55,0,35.20%,45,0,"",60,8,35.0,43.76206961077844,18.55,No
36 months,RENT,B,debt_consolidation,11.06%,FL,Current,Individual,12000,< 1 year,123000.0,39.84,0,14.30%,33,0,"",36,1,14.0,43.76206961077844,39.84,No
60 months,MORTGAGE,F,debt_consolidation,30.17%,NC,Current,Joint App,24000,3 years,71000.0,39.66,0,71.90%,42,0,32.23,60,3,71.0,43.76206961077844,39.66,No
36 months,OWN,C,other,13.56%,TX,Current,Individual,10000,4 years,150000.0,15.53,0,43.40%,25,0,"",36,4,43.0,43.76206961077844,15.53,No
36 months,OWN,A,credit_card,6.67%,WI,Current,Individual,9000,< 1 year,65000.0,28.93,1,11.30%,44,0,"",36,1,11.0,43.76206961077844,28.93,No
