term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,delinq_2yrs,total_acc,num_tl_90g_dpd_24m,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
60 months,MORTGAGE,B,debt_consolidation,12.73%,MD,Current,Individual,24000,10+ years,105000.0,0,45,0,60,10,53.0,43.76206961077844,11.36,No
36 months,RENT,D,other,19.92%,NY,Current,Joint App,10000,< 1 year,130000.0,0,22,0,36,1,44.0,43.76206961077844,14.38,No
36 months,OWN,C,debt_consolidation,14.47%,CA,Current,Individual,2000,10+ years,62000.0,2,20,0,36,10,14.0,43.76206961077844,30.0,No
60 months,MORTGAGE,D,credit_card,19.92%,OH,Current,Individual,25275,5 years,36000.0,0,26,0,60,5,29.0,43.76206961077844,27.73,No
36 months,MORTGAGE,A,medical,8.46%,CA,Current,Individual,16000,n/a,96096.0,0,35,0,36,"",45.0,43.76206961077844,8.34,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,KY,Current,Individual,6000,10+ years,75000.0,2,39,0,36,10,6.0,43.76206961077844,35.46,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,LA,Current,Joint App,30000,10+ years,175000.0,0,35,0,60,10,81.0,43.76206961077844,19.67,No
36 months,RENT,B,debt_consolidation,11.55%,HI,Current,Individual,32200,1 year,225000.0,0,6,0,36,1,46.0,43.76206961077844,3.71,No
36 months,RENT,A,debt_consolidation,7.84%,FL,Current,Individual,6000,6 years,24000.0,0,16,0,36,6,2.0,43.76206961077844,26.35,No
60 months,RENT,D,credit_card,19.92%,CA,Current,Individual,35000,8 years,100000.0,0,33,0,60,8,57.0,43.76206961077844,20.86,No
36 months,RENT,B,other,11.06%,MI,Current,Individual,5000,10+ years,67974.0,0,15,0,36,10,60.0,43.76206961077844,15.89,No
36 months,MORTGAGE,A,moving,6.67%,NV,Current,Individual,21000,6 years,135000.0,0,26,0,36,6,19.0,43.76206961077844,1.7,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,CA,Current,Joint App,40000,10+ years,150000.0,0,44,0,60,10,94.0,43.76206961077844,23.43,No
36 months,MORTGAGE,D,home_improvement,22.35%,MI,Current,Individual,20000,10+ years,105000.0,1,33,0,36,10,37.0,43.76206961077844,26.95,No
36 months,RENT,C,debt_consolidation,14.47%,VA,Current,Individual,10000,10+ years,110000.0,0,45,0,36,10,41.0,43.76206961077844,16.11,No
60 months,RENT,B,debt_consolidation,10.08%,CA,Current,Individual,20000,10+ years,150000.0,1,20,0,60,10,95.0,43.76206961077844,10.7,No
60 months,RENT,C,debt_consolidation,13.56%,PA,Current,Individual,20000,4 years,77000.0,1,23,1,60,4,39.0,43.76206961077844,37.92,No
60 months,MORTGAGE,B,credit_card,12.73%,CA,Late (31-120 days),Joint App,28000,5 years,20000.0,0,17,0,60,5,84.0,43.76206961077844,175.99,Yes
60 months,RENT,C,debt_consolidation,15.02%,TX,Current,Joint App,40000,10+ years,72000.0,1,17,0,60,10,62.0,43.76206961077844,27.65,No
36 months,RENT,C,credit_card,14.47%,CT,Current,Individual,7500,3 years,70000.0,0,14,0,36,3,7.0,43.76206961077844,22.03,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,GA,Current,Individual,20000,10+ years,48000.0,0,8,0,60,10,94.0,43.76206961077844,2.55,No
36 months,RENT,C,debt_consolidation,14.47%,CA,Current,Joint App,5000,< 1 year,50000.0,0,16,0,36,1,5.0,43.76206961077844,8.21,No
36 months,RENT,B,other,10.47%,IL,Current,Joint App,10000,10+ years,30000.0,0,8,0,36,10,12.0,43.76206961077844,5.16,No
60 months,OWN,B,home_improvement,11.55%,OH,Current,Individual,40000,10+ years,100000.0,1,31,0,60,10,26.0,43.76206961077844,24.55,No
36 months,MORTGAGE,C,credit_card,13.56%,WI,Current,Joint App,18000,10+ years,65000.0,0,26,0,36,10,88.0,43.76206961077844,62.68,No
36 months,MORTGAGE,A,home_improvement,8.46%,PA,Current,Individual,7000,6 years,65000.0,0,25,0,36,6,4.0,43.76206961077844,5.49,No
36 months,OWN,C,debt_consolidation,13.56%,NC,Fully Paid,Individual,10000,10+ years,70000.0,0,11,0,36,10,45.0,43.76206961077844,5.49,No
36 months,RENT,B,debt_consolidation,10.08%,TX,Current,Joint App,12000,3 years,60000.0,0,42,0,36,3,32.0,43.76206961077844,39.48,No
60 months,RENT,B,credit_card,11.55%,FL,Current,Individual,30000,< 1 year,50000.0,0,28,0,60,1,46.0,43.76206961077844,34.42,No
36 months,RENT,A,debt_consolidation,7.21%,CA,Current,Individual,15000,< 1 year,48000.0,0,7,0,36,1,60.0,43.76206961077844,25.69,No
36 months,RENT,A,debt_consolidation,8.46%,CA,Current,Individual,32000,2 years,55000.0,2,51,0,36,2,0.0,43.76206961077844,26.4,No
36 months,MORTGAGE,A,credit_card,6.11%,NC,Current,Individual,5000,8 years,48000.0,0,14,0,36,8,76.0,43.76206961077844,8.36,No
60 months,MORTGAGE,E,credit_card,23.40%,MI,Current,Individual,14000,3 years,40280.0,0,12,0,60,3,57.0,43.76206961077844,31.79,No
36 months,RENT,A,debt_consolidation,8.46%,MN,Current,Individual,4000,10+ years,34000.0,0,23,0,36,10,17.0,43.76206961077844,21.67,No
36 months,RENT,B,debt_consolidation,11.55%,IL,Current,Individual,36000,2 years,80000.0,0,19,0,36,2,63.0,43.76206961077844,12.29,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,IN,Current,Individual,11500,< 1 year,45000.0,0,40,0,36,1,39.0,43.76206961077844,23.36,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,IL,Current,Individual,35000,5 years,62400.0,0,14,0,60,5,7.0,43.76206961077844,18.33,No
36 months,MORTGAGE,A,debt_consolidation,6.67%,SC,Current,Individual,28000,6 years,154693.0,0,26,0,36,6,47.0,43.76206961077844,7.83,No
36 months,MORTGAGE,A,credit_card,7.84%,FL,Current,Individual,27500,n/a,55000.0,0,25,0,36,"",13.0,43.76206961077844,22.28,No
60 months,RENT,C,debt_consolidation,15.02%,FL,Current,Individual,25000,< 1 year,81700.0,0,9,0,60,1,52.0,43.76206961077844,5.32,No
36 months,RENT,B,credit_card,10.47%,FL,Current,Individual,4000,< 1 year,25000.0,0,2,0,36,1,67.0,43.76206961077844,5.42,No
36 months,OWN,A,debt_consolidation,8.46%,AL,Current,Individual,6000,n/a,30000.0,0,5,0,36,"",30.0,43.76206961077844,16.4,No
36 months,OWN,A,debt_consolidation,7.21%,FL,Current,Individual,8000,8 years,33000.0,0,15,0,36,8,0.0,43.76206961077844,28.11,No
36 months,MORTGAGE,A,credit_card,7.84%,GA,Current,Individual,40000,5 years,195000.0,0,39,0,36,5,27.0,43.76206961077844,22.35,No
36 months,MORTGAGE,A,credit_card,6.11%,FL,Current,Individual,12500,10+ years,60000.0,0,27,0,36,10,38.0,43.76206961077844,25.46,No
36 months,MORTGAGE,A,debt_consolidation,7.84%,GA,Current,Individual,30000,< 1 year,75000.0,0,24,0,36,1,28.0,43.76206961077844,14.06,No
36 months,RENT,A,debt_consolidation,7.21%,NY,Current,Joint App,7000,10+ years,94000.0,1,19,0,36,10,13.0,43.76206961077844,4.98,No
60 months,MORTGAGE,E,debt_consolidation,25.34%,CA,Current,Joint App,35000,10+ years,350000.0,0,34,0,60,10,91.0,43.76206961077844,28.15,No
60 months,RENT,B,debt_consolidation,12.73%,WI,Current,Individual,12000,n/a,20000.0,0,11,0,60,"",30.0,43.76206961077844,8.16,No
60 months,RENT,D,debt_consolidation,17.97%,CA,Current,Individual,19000,10+ years,36555.0,0,20,0,60,10,44.0,43.76206961077844,22.94,No
36 months,RENT,C,credit_card,13.56%,VA,Current,Individual,3000,7 years,40000.0,0,28,0,36,7,71.0,43.76206961077844,29.98,No
36 months,RENT,A,credit_card,7.21%,FL,Current,Individual,31000,10+ years,71388.0,0,11,0,36,10,66.0,43.76206961077844,16.15,No
60 months,RENT,A,credit_card,6.11%,NC,Current,Individual,12500,3 years,50000.0,0,18,0,60,3,22.0,43.76206961077844,23.66,No
60 months,MORTGAGE,C,credit_card,13.56%,NJ,Current,Individual,12000,2 years,47000.0,0,80,0,60,2,19.0,43.76206961077844,21.42,No
60 months,OWN,D,debt_consolidation,19.92%,CA,Current,Individual,24000,n/a,35600.0,0,38,0,60,"",60.0,43.76206961077844,18.71,No
60 months,MORTGAGE,C,other,16.14%,LA,Current,Joint App,20000,10+ years,28000.0,0,46,0,60,10,18.0,43.76206961077844,107.76,No
36 months,MORTGAGE,B,home_improvement,11.55%,TN,Current,Individual,6000,9 years,87000.0,0,28,0,36,9,58.0,43.76206961077844,21.17,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,MO,Current,Individual,14400,10+ years,50000.0,0,25,0,60,10,40.0,43.76206961077844,17.76,No
60 months,OWN,E,debt_consolidation,25.34%,CA,Current,Individual,27150,10+ years,190000.0,0,42,0,60,10,80.0,43.76206961077844,29.4,No
36 months,MORTGAGE,A,debt_consolidation,8.46%,MA,Current,Individual,5000,2 years,70300.0,0,12,0,36,2,43.0,43.76206961077844,10.38,No
36 months,RENT,C,credit_card,13.56%,NY,Current,Individual,8000,3 years,60000.0,0,3,0,36,3,83.0,43.76206961077844,7.27,No
36 months,RENT,A,credit_card,7.84%,CA,Current,Individual,17000,2 years,120000.0,0,17,0,36,2,64.0,43.76206961077844,8.68,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,FL,Current,Individual,24225,8 years,72500.0,0,23,0,60,8,61.0,43.76206961077844,27.91,No
36 months,RENT,B,debt_consolidation,10.47%,WA,Current,Individual,10000,10+ years,30000.0,0,6,0,36,10,63.0,43.76206961077844,9.56,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,IL,Current,Individual,30000,10+ years,84000.0,0,68,0,60,10,58.0,43.76206961077844,29.42,No
36 months,RENT,C,debt_consolidation,16.14%,AR,Current,Individual,14000,10+ years,41000.0,0,15,0,36,10,48.0,43.76206961077844,39.02,No
60 months,MORTGAGE,C,other,13.56%,NJ,Current,Joint App,34175,n/a,64000.0,1,28,0,60,"",87.0,43.76206961077844,24.22,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,PA,Current,Individual,17000,1 year,75000.0,0,17,0,36,1,30.0,43.76206961077844,25.17,No
36 months,RENT,A,credit_card,7.21%,NY,Current,Individual,10000,3 years,45000.0,0,18,0,36,3,60.0,43.76206961077844,26.88,No
36 months,RENT,B,debt_consolidation,10.47%,OR,Current,Individual,10000,2 years,45000.0,0,29,0,36,2,51.0,43.76206961077844,16.61,No
36 months,RENT,A,debt_consolidation,8.46%,CA,Current,Individual,11200,2 years,185000.0,2,25,0,36,2,74.0,43.76206961077844,16.03,No
60 months,OWN,A,debt_consolidation,6.11%,NY,Current,Individual,32000,5 years,100000.0,0,23,0,60,5,31.0,43.76206961077844,7.67,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,CT,Current,Joint App,30000,10+ years,48000.0,0,20,0,60,10,50.0,43.76206961077844,14.38,No
60 months,MORTGAGE,C,debt_consolidation,13.56%,KY,Current,Individual,28000,2 years,101000.0,1,38,0,60,2,71.0,43.76206961077844,24.45,No
60 months,MORTGAGE,D,debt_consolidation,18.94%,NY,Current,Individual,30000,3 years,130000.0,0,25,0,60,3,41.0,43.76206961077844,20.75,No
36 months,RENT,C,other,13.56%,NY,Current,Individual,2400,10+ years,64000.0,0,25,0,36,10,23.0,43.76206961077844,11.23,No
36 months,MORTGAGE,A,credit_card,8.46%,TN,Current,Individual,10000,10+ years,120000.0,1,38,0,36,10,45.0,43.76206961077844,23.04,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,WA,Current,Individual,11000,10+ years,45000.0,0,24,0,60,10,42.0,43.76206961077844,16.08,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,NV,Current,Joint App,35000,10+ years,80000.0,0,29,0,60,10,72.0,43.76206961077844,28.14,No
36 months,MORTGAGE,A,credit_card,7.21%,MD,Current,Individual,10000,10+ years,89000.0,2,31,0,36,10,48.0,43.76206961077844,15.4,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,CA,Current,Joint App,21200,10+ years,45000.0,0,16,0,60,10,26.0,43.76206961077844,36.05,No
36 months,RENT,A,small_business,6.11%,NY,Current,Joint App,15000,< 1 year,160000.0,0,40,0,36,1,2.0,43.76206961077844,0.54,No
36 months,MORTGAGE,B,debt_consolidation,11.55%,AZ,Current,Individual,20000,< 1 year,80000.0,0,22,0,36,1,65.0,43.76206961077844,14.07,No
36 months,RENT,C,debt_consolidation,16.91%,MD,Current,Individual,19200,10+ years,70000.0,0,9,0,36,10,95.0,43.76206961077844,18.02,No
36 months,RENT,C,debt_consolidation,16.14%,TX,Current,Joint App,12000,3 years,67000.0,0,12,0,36,3,38.0,43.76206961077844,28.91,No
36 months,RENT,C,debt_consolidation,16.91%,CA,Fully Paid,Individual,7000,5 years,38000.0,0,13,0,36,5,33.0,43.76206961077844,9.41,No
36 months,OWN,B,debt_consolidation,11.06%,CA,Current,Individual,3000,9 years,170000.0,0,34,0,36,9,17.0,43.76206961077844,10.44,No
36 months,RENT,A,debt_consolidation,7.84%,IL,Current,Individual,9000,< 1 year,110000.0,0,22,0,36,1,7.0,43.76206961077844,14.0,No
36 months,RENT,B,credit_card,11.06%,CA,Current,Individual,4400,4 years,100000.0,0,12,0,36,4,39.0,43.76206961077844,9.74,No
36 months,MORTGAGE,D,debt_consolidation,18.94%,FL,Current,Individual,5400,10+ years,54000.0,0,21,0,36,10,95.0,43.76206961077844,30.98,No
60 months,MORTGAGE,D,debt_consolidation,17.97%,NC,Current,Joint App,17000,n/a,58000.0,0,29,0,60,"",43.0,43.76206961077844,30.04,No
60 months,RENT,A,debt_consolidation,8.46%,CA,Current,Individual,23000,10+ years,75000.0,0,19,0,60,10,61.0,43.76206961077844,20.03,No
36 months,MORTGAGE,C,debt_consolidation,14.47%,OH,Fully Paid,Individual,5000,10+ years,54000.0,0,13,0,36,10,53.0,43.76206961077844,19.22,No
36 months,MORTGAGE,A,home_improvement,6.67%,TX,Current,Individual,4000,2 years,93500.0,0,31,0,36,2,16.0,43.76206961077844,14.29,No
60 months,RENT,C,debt_consolidation,16.14%,TN,Current,Individual,12000,9 years,36000.0,0,19,0,60,9,65.0,43.76206961077844,25.77,No
36 months,OWN,C,debt_consolidation,13.56%,AR,Current,Individual,15000,10+ years,48000.0,0,14,0,36,10,54.0,43.76206961077844,26.0,No
36 months,OWN,B,home_improvement,10.47%,WA,Current,Individual,40000,10+ years,123004.0,0,27,0,36,10,61.0,43.76206961077844,15.94,No
60 months,RENT,A,credit_card,6.11%,FL,Current,Individual,13500,7 years,60000.0,0,16,0,60,7,46.0,43.76206961077844,16.64,No
60 months,MORTGAGE,B,credit_card,10.08%,IN,Current,Individual,38000,10+ years,127000.0,0,39,0,60,10,64.0,43.76206961077844,25.62,No
36 months,RENT,B,credit_card,10.47%,NH,Current,Joint App,39000,9 years,60000.0,0,39,0,36,9,13.0,43.76206961077844,12.82,No
36 months,RENT,B,debt_consolidation,11.55%,NE,Current,Individual,16000,1 year,48000.0,0,22,0,36,1,27.0,43.76206961077844,7.68,No
36 months,MORTGAGE,C,debt_consolidation,16.14%,NJ,Current,Joint App,2000,10+ years,88000.0,0,32,0,36,10,42.0,43.76206961077844,19.26,No
36 months,OWN,C,debt_consolidation,16.14%,AL,Current,Joint App,10000,8 years,35000.0,0,11,0,36,8,15.0,43.76206961077844,35.53,No
36 months,RENT,B,credit_card,11.06%,UT,Current,Individual,3600,10+ years,31000.0,0,9,0,36,10,30.0,43.76206961077844,20.52,No
60 months,MORTGAGE,D,credit_card,17.97%,IL,Current,Individual,21000,10+ years,41350.0,0,12,0,60,10,56.0,43.76206961077844,18.96,No
36 months,RENT,B,credit_card,12.73%,WA,Current,Individual,25000,10+ years,110000.0,0,28,0,36,10,38.0,43.76206961077844,32.06,No
60 months,RENT,E,debt_consolidation,25.34%,NJ,Current,Individual,15000,2 years,65000.0,0,21,0,60,2,76.0,43.76206961077844,22.43,No
60 months,RENT,C,debt_consolidation,16.91%,CA,Current,Individual,25500,10+ years,80000.0,0,24,0,60,10,27.0,43.76206961077844,17.79,No
60 months,MORTGAGE,E,home_improvement,27.27%,NC,Current,Joint App,25000,3 years,27500.0,0,13,0,60,3,89.0,43.76206961077844,26.01,No
60 months,OWN,C,credit_card,15.02%,PA,Current,Individual,18500,10+ years,86414.0,0,21,0,60,10,52.0,43.76206961077844,14.26,No
60 months,MORTGAGE,B,credit_card,12.73%,DE,Current,Individual,18000,3 years,69000.0,0,16,0,60,3,58.0,43.76206961077844,27.03,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,TX,Current,Individual,25000,3 years,100000.0,0,24,0,36,3,10.0,43.76206961077844,8.38,No
36 months,RENT,A,credit_card,7.84%,NY,Current,Joint App,15000,1 year,65550.0,0,27,0,36,1,55.0,43.76206961077844,13.4,No
36 months,RENT,C,credit_card,15.02%,MA,Current,Individual,20000,10+ years,48000.0,0,20,0,36,10,80.0,43.76206961077844,19.08,No
60 months,RENT,C,debt_consolidation,15.02%,NY,Current,Individual,24000,1 year,106482.0,0,25,0,60,1,57.0,43.76206961077844,15.25,No
36 months,MORTGAGE,B,credit_card,11.55%,AZ,Current,Individual,3500,10+ years,26000.0,0,26,0,36,10,36.0,43.76206961077844,9.97,No
60 months,RENT,D,debt_consolidation,19.92%,NY,Current,Individual,10000,n/a,75000.0,0,31,0,60,"",46.0,43.76206961077844,27.82,No
36 months,MORTGAGE,A,credit_card,6.67%,TX,Current,Individual,20000,2 years,100000.0,0,18,0,36,2,53.0,43.76206961077844,13.28,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,MI,Current,Individual,4225,8 years,39894.0,0,22,0,36,8,5.0,43.76206961077844,15.16,No
36 months,MORTGAGE,B,debt_consolidation,11.06%,IL,Current,Individual,6400,< 1 year,46000.0,0,16,0,36,1,61.0,43.76206961077844,9.52,No
36 months,MORTGAGE,A,debt_consolidation,6.11%,GA,Fully Paid,Individual,30000,n/a,120000.0,0,40,0,36,"",88.0,43.76206961077844,29.56,No
60 months,RENT,D,debt_consolidation,17.97%,WI,Current,Joint App,12000,2 years,52000.0,0,10,0,60,2,0.0,43.76206961077844,15.65,No
36 months,RENT,A,debt_consolidation,7.21%,OH,Current,Individual,12000,7 years,75000.0,0,10,0,36,7,9.0,43.76206961077844,7.26,No
36 months,RENT,A,credit_card,7.84%,TN,Current,Individual,8000,6 years,73000.0,0,37,0,36,6,48.0,43.76206961077844,11.79,No
36 months,RENT,A,credit_card,7.84%,GA,Current,Individual,4900,4 years,24000.0,0,6,0,36,4,12.0,43.76206961077844,6.7,No
60 months,RENT,D,debt_consolidation,17.97%,CA,Current,Individual,20000,10+ years,60000.0,0,37,0,60,10,33.0,43.76206961077844,31.6,No
36 months,RENT,C,debt_consolidation,13.56%,FL,Current,Individual,8500,7 years,60000.0,1,28,1,36,7,36.0,43.76206961077844,27.6,No
36 months,RENT,C,debt_consolidation,16.91%,NJ,Current,Joint App,22450,6 years,40000.0,0,19,0,36,6,57.0,43.76206961077844,50.51,No
36 months,MORTGAGE,A,credit_card,6.11%,CA,Current,Individual,40000,3 years,183000.0,0,37,0,36,3,51.0,43.76206961077844,13.93,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,TX,Current,Individual,20000,10+ years,80000.0,0,25,0,60,10,53.0,43.76206961077844,22.67,No
60 months,RENT,C,debt_consolidation,13.56%,NY,Current,Individual,21000,9 years,60000.0,0,13,0,60,9,92.0,43.76206961077844,13.2,No
60 months,RENT,D,debt_consolidation,17.97%,OH,Current,Individual,25000,9 years,100000.0,0,65,0,60,9,36.0,43.76206961077844,19.51,No
60 months,RENT,D,debt_consolidation,20.89%,CA,Current,Individual,14550,4 years,95000.0,1,31,0,60,4,38.0,43.76206961077844,10.81,No
36 months,MORTGAGE,A,credit_card,6.11%,NH,Current,Joint App,30000,10+ years,150000.0,0,33,0,36,10,24.0,43.76206961077844,8.02,No
36 months,RENT,B,credit_card,12.73%,CA,Current,Individual,25000,10+ years,100000.0,0,16,0,36,10,65.0,43.76206961077844,21.64,No
36 months,MORTGAGE,A,home_improvement,6.11%,CT,Current,Individual,35000,10+ years,305000.0,0,28,0,36,10,35.0,43.76206961077844,6.32,No
60 months,MORTGAGE,C,debt_consolidation,15.02%,MD,Current,Joint App,19975,10+ years,75000.0,0,18,0,60,10,43.0,43.76206961077844,14.72,No
60 months,RENT,A,debt_consolidation,7.84%,NY,Current,Joint App,12000,7 years,65000.0,0,15,0,60,7,33.0,43.76206961077844,7.51,No
60 months,OWN,B,debt_consolidation,10.47%,CO,Current,Individual,15000,7 years,53000.0,0,18,0,60,7,12.0,43.76206961077844,20.18,No
36 months,RENT,D,credit_card,18.94%,NY,Current,Individual,6000,7 years,50000.0,1,20,0,36,7,48.0,43.76206961077844,22.8,No
36 months,RENT,A,credit_card,7.21%,VA,Current,Individual,15000,10+ years,80000.0,0,22,0,36,10,45.0,43.76206961077844,15.69,No
36 months,OWN,A,debt_consolidation,6.67%,TX,Current,Individual,12000,n/a,55000.0,0,20,0,36,"",28.0,43.76206961077844,16.71,No
60 months,OWN,C,debt_consolidation,13.56%,OH,Current,Individual,25000,10+ years,70000.0,0,16,0,60,10,47.0,43.76206961077844,27.19,No
60 months,RENT,C,debt_consolidation,16.14%,TX,Current,Joint App,24000,9 years,58000.0,0,19,0,60,9,70.0,43.76206961077844,20.92,No
36 months,RENT,B,debt_consolidation,10.47%,TX,Current,Joint App,20000,1 year,26000.0,0,10,0,36,1,82.0,43.76206961077844,36.84,No
60 months,MORTGAGE,D,credit_card,22.35%,OR,Current,Joint App,11200,10+ years,101000.0,0,47,0,60,10,73.0,43.76206961077844,26.7,No
36 months,RENT,D,medical,18.94%,NY,Current,Individual,16000,7 years,120000.0,1,27,1,36,7,60.0,43.76206961077844,23.4,No
36 months,MORTGAGE,B,debt_consolidation,10.08%,VA,Current,Joint App,13000,< 1 year,25000.0,0,15,0,36,1,37.0,43.76206961077844,16.66,No
36 months,MORTGAGE,D,debt_consolidation,17.97%,NE,Current,Joint App,29725,1 year,45600.0,0,15,0,36,1,58.0,43.76206961077844,45.92,No
36 months,OWN,A,debt_consolidation,8.46%,OH,Current,Individual,15000,10+ years,61000.0,0,20,0,36,10,35.0,43.76206961077844,14.66,No
36 months,RENT,C,debt_consolidation,16.91%,MI,Current,Individual,10000,n/a,21000.0,0,30,0,36,"",24.0,43.76206961077844,21.89,No
36 months,MORTGAGE,E,debt_consolidation,26.31%,LA,Current,Individual,9100,10+ years,150000.0,0,16,0,36,10,99.0,43.76206961077844,16.84,No
60 months,MORTGAGE,B,debt_consolidation,11.55%,TX,Current,Joint App,14000,10+ years,30000.0,0,20,0,60,10,63.0,43.76206961077844,65.92,No
60 months,MORTGAGE,C,debt_consolidation,16.14%,PA,In Grace Period,Joint App,40000,< 1 year,200000.0,0,37,0,60,1,53.0,43.76206961077844,16.75,Yes
36 months,RENT,A,debt_consolidation,6.11%,VA,Current,Individual,7500,10+ years,118000.0,0,29,0,36,10,24.0,43.76206961077844,12.03,No
60 months,MORTGAGE,B,debt_consolidation,10.47%,CA,Current,Joint App,21000,10+ years,50000.0,0,14,0,60,10,52.0,43.76206961077844,16.27,No
36 months,RENT,C,credit_card,13.56%,TX,Current,Individual,8000,< 1 year,50000.0,0,13,0,36,1,45.0,43.76206961077844,19.37,No
60 months,MORTGAGE,C,debt_consolidation,14.47%,OR,Current,Individual,12000,9 years,73000.0,3,20,1,60,9,25.0,43.76206961077844,8.61,No
60 months,OWN,D,debt_consolidation,19.92%,CA,Current,Individual,12500,10+ years,88000.0,0,24,0,60,10,38.0,43.76206961077844,21.59,No
36 months,MORTGAGE,B,debt_consolidation,12.73%,NC,Current,Joint App,10000,< 1 year,40000.0,0,13,0,36,1,54.0,43.76206961077844,22.98,No
36 months,MORTGAGE,D,debt_consolidation,20.89%,MN,Current,Individual,28000,< 1 year,230000.0,0,14,0,36,1,96.0,43.76206961077844,5.13,No
